School Name,Address,Pincode,website,City,Category,Gender,Principal,Founded,Affiliation,Strength,Web Url,Fees,Revenue,Mobile/Contact Number,Principal/Heigher Mgm. Emails,Emails,Other Higher Mgm. Email,Other Email,Other Email.1,Contact number,Contact number.1,Contact number.2,Merged_Unnamed
PIS International School,"Nachan Road, Kamalpur, Durgapur, 713204",713204,http://www.purvinternationalschool.com/,West Bengal,Boarding school,,,,,,,,,090025 09493,,,bsspisggn@gmail.com,info@pis.edu.pk,admissions@pis.edu.pk,8448293021,8448293023,8448293024,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Central Model School,"23, River Side Rd, Barrackpore, Kolkata, West Bengal 700120",700120,http://www.cmsbarrackpore.org/,West Bengal,Boarding school,,,,,,,,,033 2593 5121,,,info@cmsbarrackpore.org,amtalacms@gmail.com,johndoe@cmsbarrackpore.org,9830588536,8100265454,9674850783,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Indus Valley World School,"488, Ajoy Nagar, Eastern Metropolitan By-Pass Near Peerless Hospital, behind Satyajit Ray Film Institution, Kolkata, West Bengal 700094",700094,http://www.ivws.org/,West Bengal,Boarding school,,,,,,,,,033 7120 5250,,,director@ivws.org,principal@ivws.org,viceprincipal@ivws.org,dean@ivws.org,ivwschool@yahoo.com,middle@ivws.org,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Narayana School,"Kamarbari Road, Behind TCS Eco Space, New Town, Rajarhat, 24 Parganas, North Kolkata, Kolkata, West Bengal 700135",700135,http://www.narayanaschools.in/,West Bengal,Boarding school,,,,,,,,,090516 89589,,,info@narayanagroup.com,rajnagar@narayanagroup.com,blrkag.etechno@narayanagroup,+91-8744068981,8373915146,9866073972,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
G.D. Goenka Public School,"Dhukuria, New Chumta, Dagapur, Siliguri, West Bengal 734009",734009,http://www.gdgoenkaschool.in/,West Bengal,Boarding school,,,,,,,,,098000 16008,,,school@gdgoenka.com,info@gdgoenkamodeltown.com,gdgoenkalko@yahoo,9871600060,9871600061,9871600062,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
India International School,"Kalyanpur Satellite Township, Asansol, West Bengal 713305",713305,http://iisasansol.org/,West Bengal,Boarding school,,,,,,,,,094343 44949,,,indiaintschool@gmail.com,info@iiss.ae,vermakbala@gmail.com,9434344949,9715356999,iismangaf@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Narayana School,"LAND NURSING HOME, NARAYANA SCHOOL, 47, Bahir Sarbamangala Para Rd, NEAR DREEAM, RENAISSANPA TOWNSHIP, Bardhaman, West Bengal 713104",713104,http://www.narayanaschools.in/,West Bengal,Boarding school,,,,,,,,,1800 102 3344,,,info@narayanagroup.com,rajnagar@narayanagroup.com,blrkag.etechno@narayanagroup,+91-8744068981,8373915146,9866073972,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
DPS BURDWAN,"BUS STAND, 105, PC Mitra Ln, opposite to OLD TIN KONIA, Khosbagan, Bardhaman, West Bengal 713101",713101,http://www.dpsburdwan.com/,West Bengal,Boarding school,,,,,,,,,090023 71111,,,info@dpsbdn.org,dpsbdn@yahoo.in,principal@dpsbdn.org,9332623227,8001916092,7407400505,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Asian International School,"New Korola, PS Domjur, Near Dhulagarh Logistic Centre, NH 6, Dhulagori, Howrah, West Bengal 711302",711302,http://www.aisedu.org/,West Bengal,Boarding school,,,,,,,,,033 2669 0097,,,principal@aisedu.org,headmistress@aisedu.org,reception@aisedu.org,hr@aisedu,info@aisedu.org,admissions@aisedu.org,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Mongrace Montessori House,"1, Short Street, Park Street, Park Street, Kolkata, 700016",700016,http://www.mongrace.in/,West Bengal,Boarding school,,,,,,,,,033 2290 4289,,,mongrace1984@gmail.com,sumansood1959@yahoo.com,mongracenewtown@gmail.com,8017026905,9830266677,9903889339,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Delhi Public School (Joka ) South Kolkata,"Gazipur (Keyatalahat), Bakra Hat Road, P.O - Kanganberia, South 24 Parganas, Bishnupur, West Bengal 743503",743503,http://www.dpsjoka.com/,West Bengal,Boarding school,,,,,,,,,033 2498 1046,,,info@dpsjokasouthkolkata.com,accounts@dpsjokasouthkolkata.com,admission@dpsjokasouthkolkata.com,transport@dpsjokasouthkolkata.com,info@dpsjoka.com,info@dpsjokasouthkolkata,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Don Bosco School,"Avinash, Abinash Chandra Mukherjee Rd, Sahaganj, Bandel, West Bengal 712103",712103,http://dbbandel.org/,West Bengal,School,,,,,,,2.5 crore,,033 2631 2437,,,principal@donboscoschool.in,dbkolkata@gmail.com,office@donboscomatunga-com.mydnscp.com,9311227858,9472868349,8986461087,"+91-9497589058, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
The Scottish Church Collegiate School,"73, Bidhan Sarani, Goa Bagan, Ward Number 16, Kolkata, West Bengal 700006",700006,http://sccskolkata.in/,West Bengal,School,,,,,,,3923 crore,,033 2555 7006,,,info.sccskolkata@gmail.com,tic@scottishchurch.ac.in,sccs.kol@gmail.com,7980837093,9883268781,9830694353,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Carmel School, Kolkata","Budge Budge Trunk Road, Maheshtala, Parbangla, Budge Budge, Kolkata, West Bengal 700137",700137,http://chskolkata.in/chs/index.php,West Bengal,School,,,,,,,3 crore,,033 2480 0295,,,chskolkata@gmail.com,carmelschooldp@gmail.com,kecarmelbehala@gmail.com,9836401746,8335802827,9830318494,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Vivekananda Mission School,"13, Vivek Ville Opposite IIM Pailan, P.O, Joka, Kolkata, West Bengal 700104",700104,http://vms.edu.in/,West Bengal,School,,,,,,,2.5 crore,,033 2970 1949,,,info@vms.edu.in,mecvmhs@gmail.com,info@vmhschool.com,7596949952,7439400724,admin@vms.edu.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Apeejay School,"BG-­180 Salt Lake, Sector II, Kolkata, West Bengal 700091",700091,http://www.apeejayschool.in/,West Bengal,School,,,,,,,5 crore,,033 2321 5151,,,skool.pp.del@apj.edu,skool.ms.nvd@apj.edu,skool.saket.del@apj.edu,9971168238,aes@apeejay.edu,skool.ss.int@apeejay.edu,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Mount Hermon School,"Darjeeling North Point School Alumni Association, main building, st.joseph school, Lebong Cart Rd, Singamari, Darjeeling, West Bengal 734104",734104,http://www.mhsdarj1895.org/,West Bengal,School,,,,,,,2 crore,,095470 78819,,,mhsdarj@gmail.com,admission@nmhschool.org,info@nmhschool.org,+91-9333082819,9333982819,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Apeejay School,"115, Park St, Mullick Bazar, Park Street area, Kolkata, West Bengal 700016",700016,http://www.apeejayschool.in/,West Bengal,School,,,,,,,3926 crore,,033 2229 1779,,,skool.pp.del@apj.edu,skool.ms.nvd@apj.edu,skool.saket.del@apj.edu,9971168238,aes@apeejay.edu,skool.ss.int@apeejay.edu,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Adamas world school,"Barasat - Barrackpore Road 24 Parganas (North), Jagannathpur, Kolkata, West Bengal 700126",700126,https://adamas-world-school.business.site/,West Bengal,School,,,,,,,2.5 crore,,090739 04953,,,adamasworldschool@aws.adamas.co.in,ais@ais.adamas.co.in,reception.ais@ais.adamas.co.in,8479918038,8479918043,8336944340,"hod.me@rit.ac.in, hod.mca@rit.ac.in, hod.physics@rit.ac.in, hod.chemistry@rit.ac.in, hod.maths@rit.ac.in, hod.physicaleducation@rit.ac.in, warden@rit.ac.in, librarian@rit.ac.in, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Andrews Public School,"A/E/1, Rajarhat Main Rd, Sahabagan, Jyangra Pallyshree, Jyangra, Baguiati, Kolkata, West Bengal 700059",700059,https://www.andrewspublicschool.com/,West Bengal,School,,,,,,,1/2 crore,,033 2570 7154,,,st.andrewspublicschool.org@gmail.com,standrewschool@rediffmail.com,,9311668860,9311668861,9891060058,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Air Force School,"Bagdogra, Po Bagdogra Airport, Darjeeling, West Bengal, Darjeeling, West Bengal 734421",734421,http://www.airforceschoolbagdogra.com/,West Bengal,School,,,,,,,2 crore,,,,,tafsdelhi@gmail.com,principal.tafs@gmail.com,headmistress.tafs@gmail.com,8930793004,8930793005,8930793006,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
BBIT Public School CBSE board,"Unnamed Road, Nishchintapur, Budge Budge, West Bengal 700137",700137,http://www.bbitpublicschool.com/,West Bengal,School,,,,,,,4 crore,,033 2482 0676,,,school@bbit.edu.in,principalschool@bbit.edu.in,contact@bbit.edu.in,8420116666,8420123333,8100075724,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Jibreel International School,"1, Samsul Huda Rd, near Quest mall, Park Circus, Ballygunge, Kolkata, West Bengal 700017",700017,http://jibreelinternationalschool.com/contact.php,West Bengal,School,,,,,,,2 crore,,089813 11766,,,jibreelinternationalschool@gmail.com,hr@jibreelinternationalschool.com,,8981311766,9831072483,8961444451,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
calcutta boys school,"sn banerjeee road, Cossipore, Lalbajar, College Square, Kolkata, West Bengal 700012",700012,http://www.calcuttaboysschool.edu.in/,West Bengal,School,,,,,,,4 crore,,,,,cbsbel@calcuttaboysschools.org,calcuttaboysschoolasansol@gmail.com,calcuttaboysschool@gmail.com,support@calcuttaboysschool.edu.in,cbsbel@calcuttaboysschool.org,cbsmain@calcuttaboysschools.org,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Narayana School Maheshtala,"Shibrampur Road, Behind Green Field City, Mahestala, Kolkata, West Bengal 700143",700143,http://www.narayanaschools.in/,West Bengal,School,,,,,,,1/2 crore,,1800 102 3344,,,narayanawbcbse@gmail.com,wbmaheshtala.etechno@narayanagroup,info@narayanagroup.com,9830561616,info@entranceindia.com,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
The Heritage School,"994, Chowbaga Rd, Anandapur, East Kolkata Twp, Kolkata, West Bengal 700107",700107,http://theheritageschool.org/,West Bengal,School,,,,,,,3 crore,,098302 01234,,,info@ggn.hxls.org,admission@ggn.hxls.org,admin@theheritageschool,info@noida.theheritageschool.in,admissions@noida.theheritageschool.in,joinus@noida,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Burdwan Model School,"Katwa Bardhaman Rd, Dewandighi, Mirzapur, West Bengal 713102",713102,https://www.burdwanmodelschool.ac.in/,West Bengal,School,,,,,,,3932 crore,,0342 262 3368,,,oaer.bms@gmail.com,info@burdwanmodelschool.ac.in,,917407400505,9734888149,7407400505,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Uttarpara Govt. High School,"262, Grand Trunk Rd, Kotrung, Uttarpara, West Bengal 712258",712258,http://www.uttarparagovtschool-esa.org/,West Bengal,School,,,,,,,1/2 crore,,080132 82307,,,admin@uttarparagovtschool-esa.org,ughsesa2014@gmail.com,info@sparkgroup.in,8013282307,919433457826,+91 - 8967968526,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
SHEMFORD FUTURISTIC SCHOOL,"Goda P, West Bengal 713102",713102,http://shemfordburdwan.com/,West Bengal,School,,,,,,,1/2 crore,,070471 28077,,,admissions@gurugram.shemford.com,auraiya.shemford@gmail,guwahati@shemford.com,8001727777,8001728888,+91-7017941785,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Bliss Age,"St Xaviers School Road, Nibedita Pally, Bara Nilpur, Bardhaman, West Bengal 713101",713101,http://www.blissage.org/,West Bengal,School,,,,,,,3 crore,,095934 54545,,,mail.blissage@gmail.com,blissageschool@gmail.com,ajit.bhatta@gmail.com,care@bliss-tree.in,hello@bliss.org.uk,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
SARADA VIDYAPITH,"Basantapur Ward No. - 17 Post, Dist, Arambag, West Bengal 712601",712601,https://saradavidyapith.org/,West Bengal,School,,,,,,,1/2 crore,,070638 51550,,,dd_aasv@yahoo.com,rkmsv.jmbt@gmail.com,behalashardavidyapithforgirls@gmail.com,9830561168,9091323995,9830568395,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Xavier's Public School,"NH-6, Kancharipara, Bagnan, West Bengal 711303",711303,http://www.xaviersbagnan.com/,West Bengal,School,,,,,,,2 crore,,094746 91748,,,info@xaviersbagnan.com,donboscobagnan@gmail.com,xaviersbagnan@gmail.com,7992257022,9679442581,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Holy Child School, Jalpaiguri","Jalpaiguri, West Bengal 735101",735101,http://hcs.sccg.in/,West Bengal,School,,,,,,,3 crore,,03561 255 290,,,holychildjalpaiguri@gmail.com,holychildschool@gmail.com,info@holychildjalpaiguri.in,7362979436,917362979436,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Techno India Group Public School,"Uchalan, Burdwan, Muidhara, West Bengal 713427",713427,http://www.technoindiagroup.com/,West Bengal,School,,,,,,,4 crore,,03451 252 302,,,principal.mirab@gmail.com,tigps.garia@gmail.com,technoindiabalurghat@yahoo.co.in,+91-9836127900,8597285542,9836544417,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kalyani Public School,"Barasat, Kolkata, West Bengal 700125",700125,http://kalyanipublicschool.org/,West Bengal,School,,,,,,,4 crore,,32972954,,,kpublicschool@gmail.com,principal.kpssaltlake@gmail.com,,+91-9875333264,9635518008,9875333264,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kangaroo Kids,"181, Bangur Ave, Block C, Bangur, Lake Town, Kolkata, West Bengal 700055",700055,https://www.kkel.com/,West Bengal,Kids School,,,,,,,3 crore,,098307 20700,,,franchise@kangarookids.co.in,gurugram.sec109@kangarookids.co.in,gurgaon.unitech@kangarookids.co.in,prayagraj.bh@kangarookids.co.in,jane@kkel.com,admissions@islanderseducation.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kangaroo Kids,"Bidhannagar, 2nd Cross Rd, AD-89, AD Block, Sector 1, Kolkata, West Bengal 700064",700064,http://www.kkel.com/,West Bengal,Kids School,,,,,,,2 crore,,098368 06200,,,franchise@kangarookids.co.in,gurugram.sec109@kangarookids.co.in,gurgaon.unitech@kangarookids.co.in,prayagraj.bh@kangarookids.co.in,jane@kkel.com,admissions@islanderseducation.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kidzee Liluah,"E/1, 266, Grand Trunk Rd, Vivekananda Colony, Liluah, Howrah, West Bengal 711204",711204,http://www.facebook.com/KidzeeLiluah,West Bengal,Kids School,,,,,,,3 crore,,098310 31436,,,kidzee.liluah@gmail.com,shipra251184@gmail.com,,9831031436,919831031436,8261262208,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Bachpan School,"Khanjanchak, Haldia, West Bengal 721602",721602,https://www.bachpanglobal.com/,West Bengal,Kids School,,,,,,,4 crore,,,,,franchise@bachpanglobal.com,admissions@bachpanglobal.com,response@bachpanglobal.com,9811437000,7290047000,+91-9811437000,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Eurokids Play School Netaji Nagar, Kolkata","5, 30A, Netaji Nagar Rd, Tollygunge, Kolkata, West Bengal 700040",700040,http://www.afterschools.co.in/euro-kids.aspx,West Bengal,Kids School,,,,,,,4 crore,,098362 89033,,,hello@eurokidsindia.com,feedback@eurokidsindia.com,info@afterschool.co.in,9836289033,9836289033,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Little Laureates Rampurhat,"JL Banerjee Road, SanghataPara Rd, Rampurhat, West Bengal 731224",731224,http://www.littlelaureates.org/,West Bengal,Kids School,,,,,,,4 crore,,,,,info@littlelaureates.com,admission@littlelaureates.com,onlinepartners@littlelaureates,9563608181,9732029533,7044026388,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Little Laureates Mankundu,"Mankundu Station Rd, opposite MORE"" retail store, Mahadanga Colony, Mankundu, Chandannagar, West Bengal 712139",712139,https://www.littlelaureates.com/,West Bengal,Kids School,,,,,,,4 crore,,079806 31295,,,info@littlelaureates.com,admission@littlelaureates.com,onlinepartners@littlelaureates.com,+91-8420009160,customersupport@littlelaureates.com,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Little Millennium - Bagnan - Howrah,"Near 1 No. BDO, 2nd Floor, OT Road, P. O & P. S Bagnan, Howrah, West Bengal 711303",711303,http://www.littlemillennium.com/%E2%80%8E,West Bengal,Kids School,,,,,,,1/2 crore,,097752 77924,,,sbef.bagnan@gmail.com,howrah.bagnan@littlemillennium.com,,9775277927,9775277930,9830085427,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Bachpan Play School, Bhadrakali, Hooghly","Parivar Reign, 52-B, G. T. Road, Uttarpara, Near Shibtala Bus Stand, Bhadrakali, West Bengal 712232",712232,https://www.bachpanglobal.com/,West Bengal,Kids School,,,,,,,2.5 crore,,093300 92716,,,franchise@bachpanglobal.com,admissions@bachpanglobal.com,response@bachpanglobal.com,9811437000,7290047000,+91-9811437000,"9980515821, 9972532988, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Little Laureates Chinsurah,"Rishikesh Tower, 1st Floor, Pallyshree, Railway Station Road, Chinsurah, West Bengal 712102",712102,http://www.littlelaureates.org/,West Bengal,Kids School,,,,,,,5 crore,,099038 16258,,,chinsurah@littlelaureates.com,info@littlelaureates.com,admission@littlelaureates.com,9903816258,9831683795,8420009170,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
