CRM ID ,Hot Lead School Name,Address,Mobile No. 
7632,Billabong High International School,"BILLABONG HIGH INTERNATIONAL SCHOOL , MIST Campus, Limbodagari , Behind Aurobindo Hospital, Sanwer Road, Indore-453111, MIST....Malwa institute of science and technology., Phone - 9977073338",99774 00167
8135,JOLLY MEMORIAL MISSION SCHOOL,"Jolly Memorial Mission School, Ora park colony, Near Sethi Nagar, Ujjain. Pin- 456010, Mob:- 7415415449",75096 63188
65246,Vivekanand Public School,"UJJWALA BHOYAR, ADDRESS :- AAKARSH CAREER INSTITUTE PVT LTD, 2ND FLOOR,57, PRADIP, BUILDING,MOUNT ROAD, SADAR NAGPUR, MAHARASHTRA 440001., Mob. 7020125296",92352 74745
65439,Aadharshila Inventive Global School,"AADHARSHILA INVENTIVE ENGLISH SCHOOL, BHATON KA BASS MURLIDHAR VYAS NAGAR ROAD BIKANER, LAND MARK :- VIVEK BAL NIKETAN SCHOOL, MOB: 8005718087, Pincode - 334001",80057 18087
65452,JUNIOR CAMBRIDGE SCHOOL,"Junior Cambridge School, Vidya Bhavan Main Road Niche Bazar Simdega Jharkhand - 835223 Phone: 8210284534",82102 84534
65859,"Bafna Charitable Trust, Aurangabad","THE EVOLVERS NEST PRESCHOOL, A/7/A, MIDC CHIKALTHANA AURANGABAD - 431001, Mob. 77200 25133",77200 25133
66103,ST. MICHAEL PLAY SCHOOL,"St. Michael's Play School, Near Sunday Market, Ratu,Ranchi, Jharkhand, Pin code - 835222, mob. 7319768322,7520332272",93045 82434
66225,Greenland school,"Naval Kishore (Principal), Lions Sr. Sec. School , NTPC Shaktinagar, Sonebhadra, U.P., Pin - 231222, Ph. No. - 9554830012",98383 87070
66334,Modern Academy School,"Modern and PMM academy both have same owner Ravi Ranjan sir, So we will only share one parcel to PMM academy",9199559199
66443,PMM Academy,"PMM Academy, Ashok Nagar, Gaya, Pin - 823001, Bihar, Cont :- 9199313153",9199559199
66937,Wee care play school,"Wee care play school, Amrit colony near Nehar cable office rohtak,Pin - 124001 haryana, Phone - 9671851539",96718 51539
66999,Bright Academy School,"Address: Gurunanak Sarani, Punjabipara, Siliguri, Pincode - 734001, Phone - 9832095334",98320 95334
67126,"Delhi World Public School, Dhar","Delhi World Public School, Dharawara (Mandav Road), Mobile : 8602456294, Pin - 454001",86024 56294
67622,AKC Education,"AKC SCHOOL, NARBADA NAGAR CHAMTI KHERA ROAD CHITTORGARH, pin 312001, Rajsthan, Mo.No 94142 02332",94142 02332
68741,Rani Bhabani Vidyaniketan,"Rani Bhabani Vidyaniketan , Index No:-E3-099, Saderghat. Raghunathganj.Murshidabad, Pin - 74225, Phone - 03483356008/7407605008,9434441529",94344 41529
70297,"Anandi Academy, Bageshwar","Chandan Singh parihar ,C/o Anandi Academy Bankhola Mandalsera Bageshwar, Uttarakhand, Pin 263642, Mobile:9719862206, E mail: chandanparihar65@gmail.com ",97198 62206
81910,Aakarsh career institute pvt ltd,"UJJWALA BHOYAR, ADDRESS :- AAKARSH CAREER INSTITUTE PVT LTD, 2ND FLOOR,57, PRADIP, BUILDING,MOUNT ROAD, SADAR NAGPUR, MAHARASHTRA 440001., Mob. 7020125296",70201 25296
82025,Rani Bhabani International School,"Rani Bhabani Vidyaniketan , Index No:-E3-099, Saderghat. Raghunathganj.Murshidabad, Pin - 74225, Phone - 03483356008/7407605008,9434441529",94344 41529
66015,Natkhat Kid's School Gayatri Nagar,"Natkhat kids school, Gayatri Nagar Sudna Daltonganj palamu jharkhand, Pin code 822102, 7979858264",79798 58264
10247,Mangal Newton School,"Mangal Newton School , Hasti Complex 5th milestone Ajmer road, Beawar, Distt:- Ajmer , State :- Rajasthan ,Pin code :- 305901, Mobile no:- 9314284515, 8302406368",83024 06368
12747,J.R. Global International Junior High School - Mr.Kuljeet,"JR Global International School, Address Sablu Garhi, Near Kharkhari RLY.STN, DELHI- NCR, Loni, Ghaziabad, Uttar Pradesh-201102",88603 44802
13342,"Green Willow Public School, Mathura -UP ","Green Willow Public School , NH-19, Navada, Mathura (U.P.) India – 281006, +91-8191000449, =+91-8191000443",70176 35631
13659,Suryadev International School,Shiv Kumar C/O Surya Dev International School 69 Gher Khatti New Mandi Muzaffarnagar 251001 UP,75206 62977
65521,IK Model School,"IK Model School, Address: Kaushis Vihar, Bypass Rd, Raxaul, Bihar 845305, +91 91222 88811, +91 93823 43321 ",91222 88811
66061,Jupiter Pre School,"Jupiter International School C3, Yashwar nagar, kachnar city, Vijay Nagar, Jabalpur MP 482002",74155 06133
66154,Promise Land Public Inter College-Anugrah Stanley,"Promise Land Public Inter College ,P.O. Rupaidiha Distt. Bahraich UP-271881,Contact No: 7754081675",94526 15490
66258,SEMS MODEL SCHOOL,"SEMS MODEL SCHOOL Address:- Near Baram BABA Mandir, Karvi Road, Manikpur, Chitrakoot (UP) Pin code:- 210208 ,Mobile:-8448449915, 9984907313, 9125789847",99849 07313
66910,St Thomas School,"Seby M Baby, ST Thomas school, Dhakuakhana Lakhimpur Assam- 787055, Ph 9957473740",99574 73740
67213,Contai Public School,"Contai Public School , Add- Dakshin Gopinathpur, P.O.- Contai Super Market, Distt- Purba Medinipur, West Bengal, Pin No.- 721402, Phone No. - 9734482037/ 9432427407",97344 82037
68376,Gurukul Vidya Bhawan,"Gurukul Vidhya Bhawan Sec.School ,Address- Near Talab , Amrakunj,Dahod Road Thikariya, Banswara (Raj.), Pin Code-327001",94604 31999
68775,Yash Group of Institutes,Near Railway station Satona Kh TQ. Partur Dist Jalna Maharashtra 431502.,99606 84460
68841,Kudos International School-Dr Kuljeet kaur,"Kudos International School, Add:- Nainwan Road, Near Bahadur Singh Circle Bundi - Rajasthan, Pin code 323001, Phone 07472457336, Mobile 9828117001",98281 17001
70031,SBSR Inter College- Avtansh Yadav,"SBSR INTER COLLEGE VILL- VIRAYAMPUR POST- PILKHANA DISTT- FARRUKHABAD PIN 209501, MOB -9528132414",95281 32414
70115,Tagore Central Academy,Himanshu jhankal House no 145 Gyan Vihar colony behind Queen Mary girls school ajmer  305001,63754 76195
80404,Future Genius Academy- Mohhan Vaishnav,"Future Genius Academy , Pathwari ke piche, High Secondary Road, Sarwar. Pin code 305403, Mobile no. - 9672970991",96729 70991
81259,Stepping Stones International School,"Principal, Stepping Stones International School. Beas complex, Near Circuit House. Bilaspur HP 174001, Mob 8988155000",89881 55000
81743,Rockford Academy,"ROCKFORD ACADEMY, Saribari Square, Sodang, Unhel Road, Ujjain 456006 MP",97130 30402
81908,"THE CRESCENT SCHOOL,Main Branch, Kaptanganj","Dr Mohd Hasib , Main Branch, The Crescent School, Chilwan, Tahsil KAPTANGANJ, Kushinagar U.P. 274301",99350 00766
82179,Achievers International School School,"Achievers international school, Add:- Jawahar chowk koudiya Gadarwara Madhya Pradesh, 487555, Contact 9691606090,9907999940",96916 06090
65690,"The Crescent School, Kaptanganj","Dr Mohd Hasib , Main Branch, The Crescent School, Chilwan, Tahsil KAPTANGANJ, Kushinagar U.P. 274301",99350 00766
65411,Shivam College of Education,,
8501,DG Agrawal Nava Pur School,"Smt. D.G. Agrawal English Medium School Navapur, Mahalakshmi park NH6 Navapur Tal Navapur Dist. Nandurbar,Pincode 425418",94037 17446
422,"DG Agrawal Memorial, Pimpalner ","Smt. D.G.Agrawal Memorial English Medium School,Indira Nagar,Pimplner. P. O.Tal. Sakri,Dist. Dhule ,Maharashta ,Pin - 424306",96654 34121
81590,"DG Agrawal Memorial Senior Secondary School, Chinchpada","Smt. D g Agrawal Memorial English Medium School, Chinchpada Near Railway StationTal.Navapur,Dist.Nandurbar,Maharashtra,Pin. 425417",84462 34322
8139,Lokmanya Tilak Higher Secondary School,"Lokmanya Tilak higher secondary school CBSE behind railway station neelganga ujjain, Pincode 456001",82240 39394
80981,"Sai Ram International School, Manguwal,Himachal Pradesh ","Sai Ram international school, Manguwal PO. Rajpura Tehsil Nalagarh District Solan, Himachal Pradesh Pin no. 174101",8352810745
64492,Sanskaar Public School,DIWADIYA BLOCK- ICHHAWAR SEHORE (MP)-466115,96175 39348
66692,ASSAY INDIAN MODEL SCHOOL-Shyam Lal Mahato,"Tithpukur ,P.O- Tungidighi, P.S- Karandighi, Dist- Uttar Dinajpur, Pin-733215",98519 04240
505,"St. Maryam Public School, Jhasi (Senior)",103/A NEAR TELEPHONE EXCHANGE VEERANGNA NAGAR JDA COLONY MEDICAL ROAD JHANSI (Pin - 284128),92356 31471
81433,UP Public School,"Up public school, Vill- tenua narauli bhikham, Post -khukhundu, Distt -deoria up 274501",99846 18080
503,Shivam Global School,"Shivam Global School, Khurja Junction, Bulandshahr (UP), Pin code- 203131.",84770 00361 
80929,Mathan School of Music-Praveen Sir,,97913 04311
404,QMS Nasirabad,,94612 76730
503,Shivam Global School,"Shivam Global School, Khurja Junction, Bulandshahr (UP), Pin code- 203131.",84770 00361 
