School Name,Address,Website_x,City_x,Category_x,Gender_x,Principal_x,Founded_x,Affiliation_x,Web Url,Fees_x,Revenue_x,Mobile/Contact Number_x,Principal/Heigher Mgm. Emails_x,Emails_x,Other Higher Mgm. Email_x,Other Email_x,Other Email.1_x,Contact number_x,Contact number.1_x,Contact number.2_x,Merged_Unnamed_x,Unnamed: 22,Unnamed: 23,Pincode,Website_y,City_y,Category_y,Gender_y,Principal_y,Founded_y,Affiliation_y,Strength,Website.1,Fees_y,Revenue_y,Mobile/Contact Number_y,Principal/Heigher Mgm. Emails_y,Emails_y,Other Higher Mgm. Email_y,Other Email_y,Other Email.1_y,Contact number_y,Contact number.1_y,Contact number.2_y,Merged_Unnamed_y,Web Url_x,Unnamed: 22_x,Unnamed: 23_x,Web Url_y,Unnamed: 22_y,Unnamed: 23_y,Unnamed: 24
al-barkaat public school,"anoopshahr road, post c.d.f. near jamalpur railway crossing, aligarh, uttar pradesh 202002",http://www.albarkaat.com/,Uttar Pradesh,Schools,,Mrs. Sabiha Khan,2001,Central Board of Secondary Education,,,,0571 329 1309,prominichopra@gmail.com,phd.dwivedi@gmail.com,91-9045502007abpsprincipaloffice@gmail.com,abpsprincipaloffice@gmail.com,,+91-9045502007,,,,,,,http://www.albarkaat.com/,Uttar Pradesh,Schools,,Mrs. Sabiha Khan,2001,Central Board of Secondary Education,,,,,0571 329 1309,prominichopra@gmail.com,phd.dwivedi@gmail.com,91-9045502007abpsprincipaloffice@gmail.com,abpsprincipaloffice@gmail.com,,+91-9045502007,,,,,,,,,,
allons public school,"vpo, bijabhat, road, berla, bemetra, chhattisgarh 491335",http://www.allonsps.com/,Chhattisgarh,Boarding school,,,,,,11 lakh,,094062 26555,rohin6@gmail.com,,admin@allonsps.com,enquiry@allonsps.com,boarding@allonsps,+91-9424128459,7824206183,9424128459,,,,,http://www.allonsps.com/,Chhattisgarh,Boarding school,,,,,,,11 lakh,,094062 26555,rohin6@gmail.com,,admin@allonsps.com,enquiry@allonsps.com,boarding@allonsps,+91-9424128459,7824206183,9424128459,,,,,,,,
scr public school,"street number 3, sheetla colony phase 2, opposite, sector 5, gurugram, haryana 122017",http://www.scrschools.com/,Mewat,CBSE School,,Sujesh Kataria,,,,,,099991 71637,er.maliga@gmail.com,,principal10@alpineconventschool.com,admin@alpineconventschool.com,alpineconventschool@gmail.com,+91-9999700160,9999700982,+91-9999700821,,,,,http://www.scrschools.com/,Gurgaon,"School, Private School, CBSE School, ICSE School, International School",,Sujesh Kataria,1999,,,,,,099991 71637,"jd1972@hotmail.com, s1969@hotmail.com, minidr@hotmail.com, mariammapaul@hotmail.com, dr.paul@rediff.com, noronha.msc@yahoo.com",vijay.msc@gmail.com,"scrgroupofschools@gmail.com, scrpublicschool1@gmail.com","sujeshkataria@gmail.com, scrgroupofschools@gmail.com","kuldeepkataria25@gmail.com, scrmodelschool@gmail.com","919999171637, 8799789955","919318362665, 9318364393","919315009225, 919999171637",,,,,,,,
scr public school,"street number 3, sheetla colony phase 2, opposite, sector 5, gurugram, haryana 122017",http://www.scrschools.com/,Gurgaon,"School, Private School, CBSE School, ICSE School, International School",,Sujesh Kataria,1999,,,,,099991 71637,"jd1972@hotmail.com, s1969@hotmail.com, minidr@hotmail.com, mariammapaul@hotmail.com, dr.paul@rediff.com, noronha.msc@yahoo.com",vijay.msc@gmail.com,"scrgroupofschools@gmail.com, scrpublicschool1@gmail.com","sujeshkataria@gmail.com, scrgroupofschools@gmail.com","kuldeepkataria25@gmail.com, scrmodelschool@gmail.com","919999171637, 8799789955","919318362665, 9318364393","919315009225, 919999171637",,,,,http://www.scrschools.com/,Gurgaon,"School, Private School, CBSE School, ICSE School, International School",,Sujesh Kataria,1999,,,,,,099991 71637,"jd1972@hotmail.com, s1969@hotmail.com, minidr@hotmail.com, mariammapaul@hotmail.com, dr.paul@rediff.com, noronha.msc@yahoo.com",vijay.msc@gmail.com,"scrgroupofschools@gmail.com, scrpublicschool1@gmail.com","sujeshkataria@gmail.com, scrgroupofschools@gmail.com","kuldeepkataria25@gmail.com, scrmodelschool@gmail.com","919999171637, 8799789955","919318362665, 9318364393","919315009225, 919999171637",,,,,,,,
amity international school,"amity international school rd, near divine hospital, viraj khand - 5, viraj khand, gomti nagar, lucknow, uttar pradesh 226010",http://www.amity.edu/ais/aislucknow/aislucknow.asp,Uttar Pradesh,School,,,,,,1/2 crore,,080900 23892,,,amity@aisn.amity.edu,principal@aiss.amity,principal@aisvk.amity.edu,8090023892,7743000241,9810983009,9884622042,,,,http://www.amity.edu/ais/aislucknow/aislucknow.asp,Uttar Pradesh,School,,,,,,,1/2 crore,,080900 23892,,,amity@aisn.amity.edu,principal@aiss.amity,principal@aisvk.amity.edu,8090023892,7743000241,9810983009,9884622042,,,,,,,
amity international school,"hs-1 sector-1, vasundhara, ghaziabad, uttar pradesh 201012",http://www.amity.edu/ais/aisv1/,"Uttar Pradesh, Modinagar, Mewat, Hapur, Ghaziabad","Private School, International School, IB school, School, CBSE School",,Sunila Athley,2005,Central Board of Secondary Education,,"4 crore, 426 crore",,0120 269 9290,"sreejith1988@yahoo.com, revbrother@hotmail.com, blest.phd@gmail.com, er.ravi@gmail.com, kausar.phd@rediff.com, salman.phd@yahoo.com, agarwal16@gmail.com, ohri19@yahoo.com, athley.bsc@gmail.com, ohri18@rediff.com, saxena11@rediff.com","shriprashant@gmail.com, wanjari12@gmail.com, shubhneet19@gmail.com, smita.phd@gmail.com, eknath.phd@gmail.com, laxman.phd@gmail.com, vinayak19@gmail.com, natarajan4@gmail.com, lalita2@gmail.com",amity@aisn.amity.edu,"amity@aisn, principal@aiss.amity","principal@aiss.amity.edu, principal@aisvk.amity.edu",8090023892,"principal@aisvk.amity.edu, 917505527010, 7743000241","7525065318, 9350259835",,,,,http://www.amity.edu/ais/aisv1/,"Uttar Pradesh, Modinagar, Mewat, Hapur, Ghaziabad","Private School, International School, IB school, School, CBSE School",,Sunila Athley,2005,Central Board of Secondary Education,,,"4 crore, 426 crore",,0120 269 9290,"sreejith1988@yahoo.com, revbrother@hotmail.com, blest.phd@gmail.com, er.ravi@gmail.com, kausar.phd@rediff.com, salman.phd@yahoo.com, agarwal16@gmail.com, ohri19@yahoo.com, athley.bsc@gmail.com, ohri18@rediff.com, saxena11@rediff.com","shriprashant@gmail.com, wanjari12@gmail.com, shubhneet19@gmail.com, smita.phd@gmail.com, eknath.phd@gmail.com, laxman.phd@gmail.com, vinayak19@gmail.com, natarajan4@gmail.com, lalita2@gmail.com",amity@aisn.amity.edu,"amity@aisn, principal@aiss.amity","principal@aiss.amity.edu, principal@aisvk.amity.edu",8090023892,"principal@aisvk.amity.edu, 917505527010, 7743000241","7525065318, 9350259835",,,,,,,,
amity international school,"power grid complex, sector 43, gurugram, haryana 122022",http://www.amity.edu/ais/aisg2/,,School,,Anshu Arora,6/25/1905,,,,,,er.lancelot@gmail.com,sikarwar10@gmail.com,amity@aisn.amity.edu,amity@aisn,principal@aisvk.amity.edu,8090023892,917505527010,7525065318,,,,,http://www.amity.edu/ais/aisg2/,,School,,Anshu Arora,2003,,,,,,,er.lancelot@gmail.com,sikarwar10@gmail.com,amity@aisn.amity.edu,amity@aisn,principal@aisvk.amity.edu,8090023892,917505527010,7525065318,,,,,,,,
ansar english school,"unnamed road, perumpilavu, kerala 680519",http://www.ansarschool.in/,,School,,Mr. Salil hassan,1983,"Central Board of Secondary Education, New Delhi",,,,04885 282 077,pulimood.msc@gmail.com,principal.dave@gmail.com,info@ansar.in,principal@ansar.in,rasheed_c2@yahoo.com,9400089039,,,,,,,http://www.ansarschool.in/,,School,,Mr. Salil hassan,1983,"Central Board of Secondary Education, New Delhi",,,,,04885 282 077,pulimood.msc@gmail.com,principal.dave@gmail.com,info@ansar.in,principal@ansar.in,rasheed_c2@yahoo.com,9400089039,,,,,,,,,,
apeejay school,"bg-­180 salt lake, sector ii, kolkata, west bengal 700091",http://www.apeejayschool.in/,West Bengal,CBSE School,,,,,,4 crore,,033 2321 5151,,,skool.pp.del@apj.edu,skool.ms.nvd@apj.edu,skool.saket.del@apj.edu,9971168238,aes@apeejay.edu,skool.ss.int@apeejay.edu,"+91-8059567877, +91-9311597788",,,,http://www.apeejayschool.in/,West Bengal,CBSE School,,,,,,,4 crore,,033 2321 5151,,,skool.pp.del@apj.edu,skool.ms.nvd@apj.edu,skool.saket.del@apj.edu,9971168238,aes@apeejay.edu,skool.ss.int@apeejay.edu,"+91-8059567877, +91-9311597788",,,,,,,
army public school delhi cantt,"sadar bazar rd, chitral lines, delhi cantonment, new delhi, delhi 110010",http://apsdelhicantt.com/,Delhi,"CBSE School, School",,Mrs Neetu Kapoor,1989,,,,,011 2569 3777,"khin13@gmail.com, sangeeta.msc@gmail.com","principal.band@gmail.com, bhargav.phd@gmail.com",apsdelhicantt@gmail.com,apsahmednagar01@gmail.com,apsdk1953@gmail.com,8826683700,8956401934,,,,,,http://apsdelhicantt.com/,Delhi,"CBSE School, School",,Mrs Neetu Kapoor,1989,,,,,,011 2569 3777,"khin13@gmail.com, sangeeta.msc@gmail.com","principal.band@gmail.com, bhargav.phd@gmail.com",apsdelhicantt@gmail.com,apsahmednagar01@gmail.com,apsdk1953@gmail.com,8826683700,8956401934,,,,,,,,,
"army public school, agra","shivaji rd, army area, agra cantt, idgah colony, agra, uttar pradesh 282001",http://www.armypublicschoolagra.com/,"Uttar Pradesh, Ayodhya Cantt, Agra","CBSE School, Play School, School, Kids School, Private School, ICSE School, IB school, International School",,Mrs. Rupali Gupta,8/1/1991,,,2.5 crore,,0562 325 7516,"chakrabortysoumen@gmail.com, jyoti17@gmail.com, pratibha7@gmail.com, mohotra18@yahoo.com, manish12@gmail.com, pachauri.bsc@hotmail.com, shikha.msc@gmail.com, shikha17@gmail.com, mamatadr@hotmail.com, dr1990@rediff.com, er.susan@gmail.com","patel6@gmail.com, savita.phd@gmail.com, pro.mahajan@gmail.com, subhash20@gmail.com, pradipta8@gmail.com, janardan.phd@gmail.com, dhananjay.msc@gmail.com, shripad.phd@gmail.com, dr.vilas@gmail.com, sameer4@gmail.com, shriraghvendra@gmail.com",armyagra@yahoo.co.in,armyagra@gmail.com,rajkumar@nda.vsnl.net.in,9458487606,9412254828,,,,,,http://www.armypublicschoolagra.com/,"Uttar Pradesh, Ayodhya Cantt, Agra","CBSE School, Play School, School, Kids School, Private School, ICSE School, IB school, International School",,Mrs. Rupali Gupta,1 August 1991,,,,2.5 crore,,0562 325 7516,"chakrabortysoumen@gmail.com, jyoti17@gmail.com, pratibha7@gmail.com, mohotra18@yahoo.com, manish12@gmail.com, pachauri.bsc@hotmail.com, shikha.msc@gmail.com, shikha17@gmail.com, mamatadr@hotmail.com, dr1990@rediff.com, er.susan@gmail.com","patel6@gmail.com, savita.phd@gmail.com, pro.mahajan@gmail.com, subhash20@gmail.com, pradipta8@gmail.com, janardan.phd@gmail.com, dhananjay.msc@gmail.com, shripad.phd@gmail.com, dr.vilas@gmail.com, sameer4@gmail.com, shriraghvendra@gmail.com",armyagra@yahoo.co.in,armyagra@gmail.com,rajkumar@nda.vsnl.net.in,9458487606,9412254828,,,,,,,,,
"army public school, allahabad","canton, dhoomanganj, prayagraj, uttar pradesh 211001",http://armypublicschoolalld.org/,Uttar Pradesh,School,,,,,,2.5 crore,,0532 242 0772,,,info@armypublicschoolalld.org,armyschoolalld@gmail.com,apsoldcanttoffice@gmail.com,info@army,doe_john@armypublicschoolalld.org,laps@lw1.vsnl.net.in,"9677232802, 9500176541",,,,http://armypublicschoolalld.org/,Uttar Pradesh,School,,,,,,,2.5 crore,,0532 242 0772,,,info@armypublicschoolalld.org,armyschoolalld@gmail.com,apsoldcanttoffice@gmail.com,info@army,doe_john@armypublicschoolalld.org,laps@lw1.vsnl.net.in,"9677232802, 9500176541",,,,,,,
"army public school, binnaguri cantt","p.o. binnaguri cantt dist, west bengal 735232",http://www.apsbinnaguri.org/,West Bengal,"School, CBSE School",,Dr Shailja Chhikara,,,,"1/2 crore, 4 crore",,,"mathur.bsc@gmail.com, rashmi.bsc@gmail.com","nandita.bsc@gmail.com, dr.sheth@gmail.com",apsbinnaguri1@gmail.com,apsahmednagar01@gmail.com,,7585817278,7718747807,8956401934,,,,,http://www.apsbinnaguri.org/,West Bengal,"School, CBSE School",,Dr Shailja Chhikara,,,,,"1/2 crore, 4 crore",,,"mathur.bsc@gmail.com, rashmi.bsc@gmail.com","nandita.bsc@gmail.com, dr.sheth@gmail.com",apsbinnaguri1@gmail.com,apsahmednagar01@gmail.com,,7585817278,7718747807,8956401934,,,,,,,,
"army public school, noida","arun vihar, sector 37, noida, uttar pradesh 201303",http://apsnoida.edu.in/,Uttar Pradesh,Schools,,Jyothi Rana,2/17/1995,,,10 lakh,,0120 243 0432,"dr.sabiha@gmail.com, choudhry.phd@rediff.com",shri12@gmail.com,apsnoidasec37@gmail.com,apsahmednagar01@gmail.com,apmp@nde.vsnl.net.in,8956401934,9166327270,,,,,,http://apsnoida.edu.in/,Uttar Pradesh,Schools,,Jyothi Rana,17 February 1995,,,,10 lakh,,0120 243 0432,"dr.sabiha@gmail.com, choudhry.phd@rediff.com",shri12@gmail.com,apsnoidasec37@gmail.com,apsahmednagar01@gmail.com,apmp@nde.vsnl.net.in,8956401934,9166327270,,,,,,,,,
arya vidyapeeth college,"ak azad rd, vidyapeeth, tarun nagar, guwahati, assam 781016",http://www.avcollege.ac.in/,,School,,Dr. Pradip Kumar Bhattacharyya,7/29/1958,Gauhati University,,,,0361 247 4065,venkatesh.msc@yahoo.com,pro.ashok@gmail.com,principal@avcollege.ac.in,iqac@avcollege.ac.in,,9085310591,9706857788,7086239014,,,,,http://www.avcollege.ac.in/,,School,,Dr. Pradip Kumar Bhattacharyya,29 July 1958,Gauhati University,,,,,0361 247 4065,venkatesh.msc@yahoo.com,pro.ashok@gmail.com,principal@avcollege.ac.in,iqac@avcollege.ac.in,,9085310591,9706857788,7086239014,,,,,,,,
aryaman vikram birla institute of learning,"raja rani vihar rd, vasudevpuram, niliam colony, haldwani, uttarakhand 263139",http://www.avbil.net/,"Uttrakhand, Uttarakhand","Schools, School, Private School, CBSE School, ICSE School",,Mr. Pinderjeet Singh Cheema,3/30/2004,New Delhi,,"4 crore, 2 crore, 1/2 crore",,"9756205510,  5946235788","chaturvedi1990@gmail.com, aruprong@gmail.com, dr.damayanti@gmail.com, dr1973@hotmail.com, charles.msc@gmail.com, sr.bsc@gmail.com","dr.kapoor@gmail.com, sachin.phd@gmail.com, devendra18@gmail.com, katkaratul@gmail.com, manemanoj@gmail.com, sunder.phd@gmail.com",principal@avbil.net,office@avbil.net,workplace@avbil.internet,919756205510,9159462357,,"9009338800, 8087027485, 9259280000, 9259280000, asksalemcity@tipsglobal.org",,,,http://www.avbil.net/,"Uttrakhand, Uttarakhand","Schools, School, Private School, CBSE School, ICSE School",,Mr. Pinderjeet Singh Cheema,30 March 2004,New Delhi,,,"4 crore, 2 crore, 1/2 crore",,"9756205510,  5946235788","chaturvedi1990@gmail.com, aruprong@gmail.com, dr.damayanti@gmail.com, dr1973@hotmail.com, charles.msc@gmail.com, sr.bsc@gmail.com","dr.kapoor@gmail.com, sachin.phd@gmail.com, devendra18@gmail.com, katkaratul@gmail.com, manemanoj@gmail.com, sunder.phd@gmail.com",principal@avbil.net,office@avbil.net,workplace@avbil.internet,919756205510,9159462357,,"9009338800, 8087027485, 9259280000, 9259280000, asksalemcity@tipsglobal.org",,,,,,,
aspam pre school - play school,"a block, 94/b, sector 55, noida, uttar pradesh 201301",http://www.aspampreschool.com/,Uttar Pradesh,Kids School,,,,,,10 lakh,,085859 89883,hima16@gmail.com,,aspam.foundationpreschool@gmail.com,info@aspamscottish.com,admission@aspamscottish.com,8826302302,919205400449,8826302302,,,,,http://www.aspampreschool.com/,Uttar Pradesh,Kids School,,,,,,,10 lakh,,085859 89883,hima16@gmail.com,,aspam.foundationpreschool@gmail.com,info@aspamscottish.com,admission@aspamscottish.com,8826302302,919205400449,8826302302,,,,,,,,
assam engineering college,"assam engineering college rd, jalukbari, guwahati, assam 781013",http://aec.ac.in/,Assam,"Kids School, IB school",,Atul Bora,1955,,,"2.5 crore, 4 crore",,0361 257 0550,"er.ravindranath@gmail.com, ajanita18@gmail.com","sahu.phd@gmail.com, akhter.phd@gmail.com",principal@aec.ac.in,aecsu@aec.ac.in,office@aec.ac.in,9136125705,9136125722,+91-9864020168,,,,,http://aec.ac.in/,Assam,"Kids School, IB school",,Atul Bora,1955,,,,"2.5 crore, 4 crore",,0361 257 0550,"er.ravindranath@gmail.com, ajanita18@gmail.com","sahu.phd@gmail.com, akhter.phd@gmail.com",principal@aec.ac.in,aecsu@aec.ac.in,office@aec.ac.in,9136125705,9136125722,+91-9864020168,,,,,,,,
assam rifles public school,"assam rifles complex kunjaban, agartala, tripura 799001",http://assamriflesschool.org/,Tripura,"Play School, Private School, CBSE School, ICSE School, IB school, International School",,,,,,"4 crore, 2.5 crore, 5 crore",,0381 231 4473,,,"principalarps@yahoo.com, principalarps1@gmail.com","principalarps1@gmail.com, principalarps@yahoo.com",arnsmantri@gmail.com,"assamriflesschool@rediffmail.com, arpskohima35329@gmail.com","arpskohima35329@gmail.com, assamriflesschool@rediffmail.com",assamriflesschool@rediffmail,"9470981648, 9886334593, +91-7975323917, +91-9826099912, 8291972378, 919890556453, +91-9811437000, 9766678833, 7888039964",,,,http://assamriflesschool.org/,Tripura,"Play School, Private School, CBSE School, ICSE School, IB school, International School",,,,,,,"4 crore, 2.5 crore, 5 crore",,0381 231 4473,,,"principalarps@yahoo.com, principalarps1@gmail.com","principalarps1@gmail.com, principalarps@yahoo.com",arnsmantri@gmail.com,"assamriflesschool@rediffmail.com, arpskohima35329@gmail.com","arpskohima35329@gmail.com, assamriflesschool@rediffmail.com",assamriflesschool@rediffmail,"9470981648, 9886334593, +91-7975323917, +91-9826099912, 8291972378, 919890556453, +91-9811437000, 9766678833, 7888039964",,,,,,,
atma ram sanatan dharma college,"dhaula kuan enclave i, dhaula kuan, new delhi, delhi 110021",http://arsdcollege.ac.in/,,School,,Gyantosh Kumar Jha,8/3/1959,,,,,011 2411 3436,s1989@gmail.com,principal.gill@gmail.com,richsuri@gmail.com,indrajeetjha@gmail.c,rajeev@arsd.du.ac.in,9810945279,9911851530,9990179780,,,,,http://arsdcollege.ac.in/,,School,,Gyantosh Kumar Jha,3 August 1959,,,,,,011 2411 3436,s1989@gmail.com,principal.gill@gmail.com,richsuri@gmail.com,indrajeetjha@gmail.c,rajeev@arsd.du.ac.in,9810945279,9911851530,9990179780,,,,,,,,
bachpan a play school with academic heights public school,"128, transport nagar, behind t.p. nagar thana, baghpat rd, meerut, uttar pradesh 250002",https://www.bachpanglobal.com/,Uttar Pradesh,Play School,,,,,,2 crore,,095680 12388,,,franchise@bachpanglobal.com,admissions@bachpanglobal.com,response@bachpanglobal.com,9811437000,7290047000,+91-9811437000,"9913456029, 7490969555",,,,https://www.bachpanglobal.com/,Uttar Pradesh,Play School,,,,,,,2 crore,,095680 12388,,,franchise@bachpanglobal.com,admissions@bachpanglobal.com,response@bachpanglobal.com,9811437000,7290047000,+91-9811437000,"9913456029, 7490969555",,,,,,,
"bachpan play school, bhadrakali, hooghly","parivar reign, 52-b, g. t. road, uttarpara, near shibtala bus stand, bhadrakali, west bengal 712232",https://www.bachpanglobal.com/,West Bengal,Kids School,,,,,,2.5 crore,,093300 92716,,,franchise@bachpanglobal.com,admissions@bachpanglobal.com,response@bachpanglobal.com,9811437000,7290047000,+91-9811437000,"9980515821, 9972532988",,,,https://www.bachpanglobal.com/,West Bengal,Kids School,,,,,,,2.5 crore,,093300 92716,,,franchise@bachpanglobal.com,admissions@bachpanglobal.com,response@bachpanglobal.com,9811437000,7290047000,+91-9811437000,"9980515821, 9972532988",,,,,,,
"bachpan play school, proddutur","no. 7-18, lalitha building,, kamayathopu center, kanuru,, vijayawada, andhra pradesh 520007",http://www.bachpanglobal.com/,Vijaywada,Kids School,,,,,,11 lakh,,099126 56887,,,response@bachpanglobal.com,bhills.bachpan@gmail.com,admissions@bachpanglobal.com,7995128002,9246114150,9246524150,"9151005501, 9151005502, 9151005506, 8800049460, 8800049461, 9105000638, 7830906666, +91-8447069990",,,,http://www.bachpanglobal.com/,Vijaywada,Kids School,,,,,,,11 lakh,,099126 56887,,,response@bachpanglobal.com,bhills.bachpan@gmail.com,admissions@bachpanglobal.com,7995128002,9246114150,9246524150,"9151005501, 9151005502, 9151005506, 8800049460, 8800049461, 9105000638, 7830906666, +91-8447069990",,,,,,,
bahá'í school,"h#169, national highway 31a, upper tadong, tadong, gangtok, sikkim 737102",http://bahaischooltadong.com/,Sikkim,"International School, Boarding school",,,,,,"7 crore, 8 crore",,03592 220 200,,,rowhani-school@vanuatu.com.vu,lsakurnool@ibnc.in,lsavisakhapatnam@ibnc.in,lsaguwahati@ibnc.in,louhelenregistrar@usbnc.org,opa-re@bahai.org.uk,"8276066444, 9845020846, 9841043626, maharishierode@gmail.com, info@mvmerode.com",,,,http://bahaischooltadong.com/,Sikkim,"International School, Boarding school",,,,,,,"7 crore, 8 crore",,03592 220 200,,,rowhani-school@vanuatu.com.vu,lsakurnool@ibnc.in,lsavisakhapatnam@ibnc.in,lsaguwahati@ibnc.in,louhelenregistrar@usbnc.org,opa-re@bahai.org.uk,"8276066444, 9845020846, 9841043626, maharishierode@gmail.com, info@mvmerode.com",,,,,,,
bal bharati public school,"sir ganga ram hospital marg, old rajinder nagar, rajinder nagar, new delhi, delhi 110060",http://bbpsgr.balbharati.org/,"Uttar Pradesh, Kerala","IB school, Board School",,,4/27/1905,,,"1/2 crore, 9 lakh",,011 2578 2419,meeta1980@gmail.com,,lvsehgal@balbharati.org,bbpsgrh@balbharati.org,bbpspr@balbharati.org,"bbpsrh@balbharati.org, 8882001869","bbpskhrnm@yahoo.com, 8882004473",bbpsludhiana@gmail.com,,,,,http://bbpsgr.balbharati.org/,"Uttar Pradesh, Kerala","IB school, Board School",,,1944,,,,"1/2 crore, 9 lakh",,011 2578 2419,meeta1980@gmail.com,,lvsehgal@balbharati.org,bbpsgrh@balbharati.org,bbpspr@balbharati.org,"bbpsrh@balbharati.org, 8882001869","bbpskhrnm@yahoo.com, 8882004473",bbpsludhiana@gmail.com,,,,,,,,
jayshree periwal high school,"2-3, ajmer rd, adjoining stadium, chitrakoot, jaipur, rajasthan 302021",http://www.jphschool.com/,Rajasthan,Private School,,Madhu Maini,,,,4 crore,,0141 413 2222,manoharan@gmail.com,belokar6@gmail.com,ankita.coord@jphschool.com,office@jphschool.com,office@jpischool.com,9829246133,8239622222,8094766666,,,,,http://www.jphschool.com/,Rajasthan,Private School,,Madhu Maini,,,,,4 crore,,0141 413 2222,manoharan@gmail.com,belokar6@gmail.com,ankita.coord@jphschool.com,office@jphschool.com,office@jpischool.com,9829246133,8239622222,8094766666,,,,,,,,
jesus and mary college,"bapu dham, chanakyapuri, new delhi, delhi 110021",http://www.jmc.ac.in/,Palwal,IB school,,Sr.(Dr.) Sandra Joseph,,,,,,011 2611 0041,maini.phd@hotmail.com,,jmcreview@jmc.du.ac.in,jmcreview@gmail.com,principal@jmc.ac.in,dsales@jmc.du.ac.in,admin@jmc.ac.in,snambiar@jmc.du.ac.in,,,,,http://www.jmc.ac.in/,Palwal,IB school,,Sr.(Dr.) Sandra Joseph,,,,,,,011 2611 0041,maini.phd@hotmail.com,,jmcreview@jmc.du.ac.in,jmcreview@gmail.com,principal@jmc.ac.in,dsales@jmc.du.ac.in,admin@jmc.ac.in,snambiar@jmc.du.ac.in,,,,,,,,
julien day school,"old jessore road, ganganagar, madhyamgram, kolkata, west bengal 700132",http://juliendayschool.org/,West Bengal,"School, Private School, ICSE School",,"Colleen Sharpe Smith (Kolkata), MORE",1969,Council for the Indian School Certificate Examinations,,"2 crore, 4 crore, 1/2 crore",,075950 68969,"sukhwantdr@gmail.com, vandana9@gmail.com, monicasr@gmail.com, kanchan10@gmail.com","daulatrao2@gmail.com, shital4@gmail.com, shetty19@gmail.com, dr.gurdip@gmail.com",admissions.ganganagar@juliendayschool.org,juliendayschool_kolkata@ymail.com,,7595068970,7595068969,,"8726044012, 9889705792, 9793140022",,,,http://juliendayschool.org/,West Bengal,"School, Private School, ICSE School",,"Colleen Sharpe Smith (Kolkata), MORE",1969,Council for the Indian School Certificate Examinations,,,"2 crore, 4 crore, 1/2 crore",,075950 68969,"sukhwantdr@gmail.com, vandana9@gmail.com, monicasr@gmail.com, kanchan10@gmail.com","daulatrao2@gmail.com, shital4@gmail.com, shetty19@gmail.com, dr.gurdip@gmail.com",admissions.ganganagar@juliendayschool.org,juliendayschool_kolkata@ymail.com,,7595068970,7595068969,,"8726044012, 9889705792, 9793140022",,,,,,,
krm public school,"block no: 11, shanthi nagar, 2nd lane, sembium, (perambur), chennai, tamil nadu 600011",http://www.krmpublicschool.edu.in/,Tamil Nadu,Schools,,,,,,5 lakh,,095000 46188,dr1984@yahoo.com,,krmpublicschool@gmail.com,krmpublicschool110@gmail.com,krmpublicschoolvkm@gmail.com,+91-9940469900,+91-9500046188,9677000666,,,,,http://www.krmpublicschool.edu.in/,Tamil Nadu,Schools,,,,,,,5 lakh,,095000 46188,dr1984@yahoo.com,,krmpublicschool@gmail.com,krmpublicschool110@gmail.com,krmpublicschoolvkm@gmail.com,+91-9940469900,+91-9500046188,9677000666,,,,,,,,
kairali school,"dhurwa rd, hec township, sector 2, masibari, ranchi, jharkhand 834004",http://www.kairalischoolranchi.edu.in/,,School,,DJ Jacob,1978,"Central Board of Secondary Education, New Delhi",,,,651-2443016,kgmini@rediff.com,shrisurya@gmail.com,info@kairalischoolranchi.com,kairali@indiatimes.com,jacobcjin@yahoo.com,do.nifftranchi@gmail,6512442484,6512443016,"651-2443016, 6512442484, 6512443016",,,,http://www.kairalischoolranchi.edu.in/,,School,,DJ Jacob,1978,"Central Board of Secondary Education, New Delhi",,,,,078082 57264,kgmini@rediff.com,shrisurya@gmail.com,info@kairalischoolranchi.com,kairali@indiatimes.com,jacobcjin@yahoo.com,do.nifftranchi@gmail,,,,,,,,,,
kamala nehru college,"august kranti marg, siri fort institutional area, siri fort, new delhi, delhi 110049",http://www.knc.edu.in/,,School,,Dr. Kalpana Bhakuni,7/20/1964,,,,,011 2649 4881,anita1983@gmail.com,principal.mal@gmail.com,jaideep@ahujaresidency.com,anwarshahid1979@gmail.com,pantnc@gmail.com,11-26494881,kamla.nehru_du@hotmail.com,11-26495964,,,,,http://www.knc.edu.in/,,School,,Dr. Kalpana Bhakuni,20 July 1964,,,,,,011 2649 4881,anita1983@gmail.com,principal.mal@gmail.com,jaideep@ahujaresidency.com,anwarshahid1979@gmail.com,pantnc@gmail.com,9821930791,kamla.nehru_du@hotmail.com,kh.p@knc.edu.in,,,,,,,,
kangaroo kids,"36/13, lisie - pullepady rd, north block, kathrikadavu, kaloor, kochi, kerala 682018",http://www.kkel.com/,Kerala,Kids School,,,,,,12 lakh,,080899 90101,sharmila.phd@gmail.com,,gurgaon.unitech@kangarookids.co.in,urgaon.orchidepetals@kangarookids.co.in,cfo@kkel.com,last@kkel.com,admissions@islanderseducation.com,,,,,,http://www.kkel.com/,Kerala,Kids School,,,,,,,12 lakh,,080899 90101,sharmila.phd@gmail.com,,gurgaon.unitech@kangarookids.co.in,urgaon.orchidepetals@kangarookids.co.in,cfo@kkel.com,last@kkel.com,admissions@islanderseducation.com,,,,,,,,,
